			F0	F0	F1	F1	GEN
W90	5.510204081632653	27	13.862165434842069	11.204461567433967	61.148312093974866	6.798189541307767	2.402463345224617
W91	5.510204081632653	27	14.012494097370269	11.332849888034014	61.7624888346592	6.873191450385083	2.4405842563685582
W92	5.510204081632653	27	14.162813516212074	11.46123616152905	62.37667593677843	6.948200558826562	2.4787065804819663
W93	5.510204081632653	27	14.313133846091995	11.589621016553734	62.990862536450436	7.023215860118088	2.5168303045059157
W94	5.510204081632653	27	14.463445541162974	11.718003960468577	63.60505884770951	7.0982379152104365	2.5549553591463603
W95	5.510204081632653	27	14.613752016893839	11.846385238492875	64.21926119994622	7.1732662636166635	2.593081714929456
W96	5.510204081632653	27	14.764053304355441	11.974764094233874	64.83347297218293	7.24830136963117	2.631209312866423
W97	5.510204081632653	27	14.914349987908016	12.103143023375493	65.44768326115405	7.323341069269194	2.6693381812443895
W98	5.510204081632653	27	15.064641398426597	12.231519625137121	66.06190299673612	7.398387181976411	2.7074682201248295
W99	5.510204081632653	27	15.214928566755408	12.35989478581814	66.6761277228996	7.473438837048295	2.7455994190403206
W0	5.714285714285714	28	0.11995641012200958	0.00022771879275213804	6.3926054340696545	0.2711274455681652	1.0333198462324113e-27
W1	5.714285714285714	28	0.25664540658131696	0.004562489715581289	7.002259280888982	0.4042874715479462	0.0
W2	5.714285714285714	28	0.41580240022483295	0.04251664533508068	7.593971740756942	0.512216745060974	0.0
W3	5.714285714285714	28	0.5851194249354422	0.14815470670385597	8.174880927565809	0.5728551283354145	0.0
W4	5.714285714285714	28	0.7563143746452405	0.28196031472888156	8.753923019520137	0.6161127116174001	0.0
W5	5.714285714285714	28	0.9254312217655914	0.4166466595559933	9.33578168207217	0.6616532650636613	0.0
W6	5.714285714285714	28	1.0919189016116662	0.5482922459961668	9.92095218273829	0.7119096612588833	0.0
W7	5.714285714285714	28	1.2560858955711436	0.6772402658718232	10.508985750437008	0.7661574341874373	0.0
W8	5.714285714285714	28	1.4183057296714403	0.8041126255153322	11.099397981408316	0.8235551936967024	0.0
W9	5.714285714285714	28	1.5789079199643827	0.9294057129148882	11.691777649968538	0.8834400391946158	0.0
W10	5.714285714285714	28	1.7381694397103438	1.0534855890896937	12.285786672135337	0.9453116938783181	0.0
W11	5.714285714285714	28	1.8962924277664521	1.1766167936847243	12.881174419380484	1.0087963168434733	0.0
W12	5.714285714285714	28	2.053477900732558	1.2990012644380204	13.477704338944529	1.07360143975721	0.0
W13	5.714285714285714	28	2.2098420692375207	1.4207847563704796	14.075228482031072	1.139506341559482	0.0
W14	5.714285714285714	28	2.3655222855749187	1.5420837270833603	14.673586959790159	1.206331385743807	4.750679887334711e-16
W15	5.714285714285714	28	2.5205950573165015	1.6629840659363215	15.272681831840458	1.2739381527168931	0.0
W16	5.714285714285714	28	2.675154063763662	1.7835562799720892	15.872404130104115	1.3422109506823388	0.0
W17	5.714285714285714	28	2.829260350200208	1.9038544575647962	16.472678625669825	1.4110575606497195	0.0
W18	5.714285714285714	28	2.9829701149016685	2.0239223327396756	17.073437554180728	1.4804014581482428	0.0
W19	5.714285714285714	28	3.136331346108403	2.1437952798620312	17.67462313435289	1.5501790130947453	5.357867912789797e-10
W20	5.714285714285714	28	3.2893803190253026	2.263501744071928	18.276190385448334	1.6203374204101002	8.399619973467396e-09
W21	5.714285714285714	28	3.442152690082474	2.383065495735509	18.878096514500943	1.6908316317259728	6.97150849512535e-08
W22	5.714285714285714	28	3.594678822607737	2.502506391358257	19.480305074564466	1.7616233639408636	7.271510352078022e-07
W23	5.714285714285714	28	3.746984272738882	2.6218429273186357	20.0827865025493	1.832679607292172	8.048003815085095e-06
W24	5.714285714285714	28	3.899092020595795	2.7411030186266485	20.685523834431354	1.9039708093948873	6.620468559100479e-05
W25	5.714285714285714	28	4.051035510772983	2.8604220653196455	21.28857971952313	1.9754647643149634	0.0005833173587383278
W26	5.714285714285714	28	4.202912834822053	2.98056039665177	21.89250055851111	2.0471287504979148	0.004193340178565181
W27	5.714285714285714	28	4.354976394450056	3.103712730403301	22.498999555359266	2.1189846624239297	0.018898241516688178
W28	5.714285714285714	28	4.507334979346696	3.2308636661308214	23.1088666187568	2.191075089748588	0.04839720577725043
W29	5.714285714285714	28	4.65974429489992	3.3598078067828707	23.720341216138937	2.2633618703766167	0.08459582631306557
W30	5.714285714285714	28	4.812050066066234	3.4890451696919556	24.33224706240411	2.335829240561879	0.12209687406148226
W31	5.714285714285714	28	4.964229561524174	3.618264277961525	24.94433588380324	2.408468832791318	0.15979882857087085
W32	5.714285714285714	28	5.116291008640445	3.7474253017222856	25.556560934567155	2.4812679279255994	0.1975455609264326
W33	5.714285714285714	28	5.26824404811027	3.8765282653940023	26.168906991650868	2.554213340847605	0.2353158461875786
W34	5.714285714285714	28	5.420094330471496	4.0055779107688965	26.781366955539916	2.6272930876838814	0.2731061358098373
W35	5.714285714285714	28	5.5718510636625185	4.134579346738642	27.393931009150567	2.7004960346518625	0.3109152129539274
W36	5.714285714285714	28	5.72351897516627	4.263536672985001	28.006592796829498	2.7738124258644783	0.34874174374128397
W37	5.714285714285714	28	5.875111390676258	4.392454566835333	28.61934122265635	2.8472331921408855	0.3865846171712228
W38	5.714285714285714	28	6.0266271463371535	4.521335675334734	29.23217403747936	2.920750645253697	0.4244426987792428
W39	5.714285714285714	28	6.178073588541993	4.6501833280514235	29.845084311352515	2.9943575649915855	0.46231503056435247
W40	5.714285714285714	28	6.329455707452095	4.779000283416341	30.458066586368787	3.068047470427357	0.5002007197793981
W41	5.714285714285714	28	6.4807777675546525	4.90778900023456	31.07111615045558	3.141814508580174	0.5380989440981448
W42	5.714285714285714	28	6.632043690562535	5.0365516897524945	31.68422866967561	3.2156533614425094	0.5760089479260081
W43	5.714285714285714	28	6.783255459443111	5.165290277785015	32.29740167580806	3.289559290779653	0.6139300246865405
W44	5.714285714285714	28	6.934420412238939	5.294006730254274	32.91062774917978	3.363527621170324	0.6518615597452184
W45	5.714285714285714	28	7.085539435677191	5.422702486582896	33.52390911275591	3.4375546076112915	0.689802931460342
W46	5.714285714285714	28	7.2366130348845426	5.551379155432586	34.13723429017308	3.511636179035747	0.7277536168385877
W47	5.714285714285714	28	7.387649981768579	5.680038407122043	34.750603782939386	3.585769083893422	0.7657131106463669
W48	5.714285714285714	28	7.538645102252078	5.808680862972356	35.36402005227707	3.6599504537969265	0.8036809055199937
W49	5.714285714285714	28	7.689600292883102	5.937307375433983	35.9774815173693	3.7341775306461926	0.8416565541013272
W50	5.714285714285714	28	7.840528143600719	6.065919962523913	36.590976855187655	3.8084472294994116	0.8796396933525161
W51	5.714285714285714	28	7.9914204690317865	6.1945189478498515	37.204510068354615	3.882757238971249	0.9176299220102838
W52	5.714285714285714	28	8.142282219977439	6.323104962202064	37.81807385095837	3.957104383178678	0.9556269261893258
W53	5.714285714285714	28	8.293116508426328	6.451679877383014	38.43167702282258	4.031489276439828	0.9936302598883026
W54	5.714285714285714	28	8.443922480058419	6.580243300232666	39.04530809811007	4.105907312314844	1.031639722523461
W55	5.714285714285714	28	8.594710870749237	6.708794842031843	39.65896736933794	4.180357699290458	1.069654976528983
W56	5.714285714285714	28	8.745458381998898	6.8373394496211795	40.272656602416404	4.254838298123354	1.107675784590117
W57	5.714285714285714	28	8.896189985752317	6.9658733308536425	40.88637201393084	4.329348048416201	1.1457018523121354
W58	5.714285714285714	28	9.046900527600437	7.0943985285668925	41.50011158153886	4.403885222056482	1.1837329589195587
W59	5.714285714285714	28	9.197589994395624	7.222915491717345	42.113875136965746	4.478448517622562	1.2217688741979043
W60	5.714285714285714	28	9.348257309055793	7.351424598823336	42.72766354017682	4.5530367800649465	1.2598093779725617
W61	5.714285714285714	28	9.498906509349542	7.479926397552388	43.34147264750759	4.627648603837097	1.2978542827468051
W62	5.714285714285714	28	9.649546325998642	7.608419394467037	43.95530296279268	4.702283864157089	1.3359033553004718
W63	5.714285714285714	28	9.800152387480003	7.736909479209943	44.5691514172612	4.776938795734441	1.3739565390497537
W64	5.714285714285714	28	9.9507480540428	7.865391400945647	45.18302151331273	4.8516152214279	1.4120135372480853
W65	5.714285714285714	28	10.10132860559533	7.993867410744912	45.79690902518043	4.926311169442716	1.4500742406074363
W66	5.714285714285714	28	10.25189546341214	8.122337832584053	46.410812473651994	5.001025725226823	1.4881385012962303
W67	5.714285714285714	28	10.402446339659456	8.25080284184999	47.0247339346749	5.075758236980868	1.5262061673019158
W68	5.714285714285714	28	10.552983159490443	8.379262745339641	47.63867146035552	5.150507856198928	1.5642771082429496
W69	5.714285714285714	28	10.703503135563004	8.507717181548637	48.25262553421359	5.225273866197352	1.6023512066384604
W70	5.714285714285714	28	10.854016116685475	8.63616817094793	48.86659288497903	5.300055585440197	1.6404283081459834
W71	5.714285714285714	28	11.004515280897351	8.764614204521944	49.48057369942413	5.374852245854185	1.6785083368054559
W72	5.714285714285714	28	11.155001612380484	8.893055993256732	50.09456903412341	5.449663381891169	1.7165911644223646
W73	5.714285714285714	28	11.305476563827222	9.021493761266225	50.7085774160382	5.524488355867953	1.7546766901034168
W74	5.714285714285714	28	11.455940557347592	9.14992768733444	51.32259836309584	5.5993266177925705	1.7927648149954714
W75	5.714285714285714	28	11.606392787581758	9.278357900121954	51.936632573419296	5.674177713471927	1.830855441688592
W76	5.714285714285714	28	11.756837400761626	9.40678468312999	52.55067600208763	5.749040939281937	1.868948490994987
W77	5.714285714285714	28	11.90727103945413	9.535208063308636	53.164731800616316	5.823916032942977	1.9070438672604328
W78	5.714285714285714	28	12.057700189190594	9.663626206822832	53.77880103194092	5.898802830792341	1.945141456958949
W79	5.714285714285714	28	12.208110444009304	9.792045296501264	54.39287541278173	5.973699859057602	1.9832412890412343
W80	5.714285714285714	28	12.35851603897188	9.920459383866019	55.00696327249087	6.048607810327518	2.021343180725744
W81	5.714285714285714	28	12.508915085572687	10.048870693880257	55.62105901707824	6.1235258015453375	2.0594471037431905
W82	5.714285714285714	28	12.659305115810728	10.177279250694346	56.23516496378711	6.198453619559633	2.0975529834156577
W83	5.714285714285714	28	12.809687300085182	10.305685191367274	56.84927993830686	6.273390867556059	2.135660757396982
W84	5.714285714285714	28	12.960061937138931	10.434088619442749	57.46340360549335	6.348337212284269	2.1737703639507564
W85	5.714285714285714	28	13.110428176232524	10.562489597222301	58.07753673640291	6.423292397740197	2.211881741292041
W86	5.714285714285714	28	13.260789636733499	10.690888324000246	58.69167581032054	6.498255938622593	2.2499948408110306
W87	5.714285714285714	28	13.4111455133977	10.819283685223379	59.305825663593005	6.573227982180301	2.2881095804242833
W88	5.714285714285714	28	13.561490174965916	10.947679087710931	59.91997934883513	6.648207435335824	2.326225970315822
W89	5.714285714285714	28	13.711830722040418	11.076071320389289	60.53414232265167	6.72319479685416	2.3643439009392995
W90	5.714285714285714	28	13.862165130302055	11.204461557948953	61.14831238670835	6.798189557737808	2.4024633445459256
W91	5.714285714285714	28	14.012493679514805	11.332849875064372	61.762489236402914	6.873191472892016	2.4405842554480226
W92	5.714285714285714	28	14.162814860379582	11.46123628813516	62.37667428874791	6.948200403151042	2.478706585923137
W93	5.714285714285714	28	14.313133486748962	11.589621005478039	62.990862882019314	7.02321587940199	2.5168303037335535
W94	5.714285714285714	28	14.463445169172665	11.718003949082359	63.60505920537707	7.098237935121074	2.5549553583598352
W95	5.714285714285714	28	14.61375166133275	11.846385227608549	64.21926154197695	7.1732662826360984	2.593081714185044
W96	5.714285714285714	28	14.764051855355127	11.97476485943842	64.83347092864398	7.248300795371641	2.6312093310432294
W97	5.714285714285714	28	14.91434953994245	12.103143009748315	65.44768369221273	7.323341093160832	2.6693381803278515
W98	5.714285714285714	28	15.064641108506654	12.231519616371873	66.06190327563115	7.3983871973958015	2.707468219541115
W99	5.714285714285714	28	15.214928177886042	12.359894774082544	66.67612809713239	7.473438857720267	2.7455994182600696
W0	5.918367346938775	29	0.11511443803829416	0.000138025872374417	6.396485613167643	0.2714012176360254	1.4529203601874518e-29
W1	5.918367346938775	29	0.25399488785624164	0.003513514601932938	7.004491325752505	0.40529955039414856	0.0
W2	5.918367346938775	29	0.4143800816609248	0.039381698610736926	7.595371220257638	0.5147656571280169	0.0
W3	5.918367346938775	29	0.5844653721198871	0.14646237382186672	8.175552655152561	0.5742421353840247	0.0
W4	5.918367346938775	29	0.7560773628524092	0.281535728747427	8.75415753648769	0.6164786258835471	0.0
W5	5.918367346938775	29	0.925330862762383	0.4165354517744253	9.335877167257543	0.6617540017247472	0.0
W6	5.918367346938775	29	1.0918720062148741	0.548258765068471	9.920995802306358	0.7119413340288631	0.0
W7	5.918367346938775	29	1.2560641744299814	0.6772295971637478	10.50900572563171	0.766167916566765	0.0
W8	5.918367346938775	29	1.4182912712996034	0.8041073581950987	11.099410906490453	0.82356052261213	0.0
W9	5.918367346938775	29	1.5789009379718384	0.9294036016190607	11.691783973078422	0.8834422018690021	0.0
W10	5.918367346938775	29	1.7381585360054643	1.0534833821957783	12.2857966118434	0.9453140926778166	0.0
W11	5.918367346938775	29	1.8962922886605522	1.1766164619254518	12.881174429719197	1.00879677339165	0.0
W12	5.918367346938775	29	2.05347492805338	1.2990007714453653	13.477707065132009	1.0736019937724097	0.0
W13	5.918367346938775	29	2.2098423316757905	1.4207847107543599	14.07522824849667	1.1395063811055894	0.0
W14	5.918367346938775	29	2.365520095147876	1.5420834454736847	14.673588976038868	1.206331715295181	5.360717173409087e-17
W15	5.918367346938775	29	2.5205968094044753	1.6629840670586225	15.272680197319339	1.2739381067818167	0.0
W16	5.918367346938775	29	2.6751558744905903	1.783556328838023	15.8724024296864	1.3422108428816242	0.0
W17	5.918367346938775	29	2.829262219624297	1.903854563357907	16.472676796215236	1.411057426744651	0.0
W18	5.918367346938775	29	2.982970541738463	2.023922362075943	17.07343715977192	1.4804014199345035	0.0
W19	5.918367346938775	29	3.1363304172407793	2.1437951994071724	17.674623997018987	1.5501791143086738	1.467117380153738e-10
W20	5.918367346938775	29	3.289379302974547	2.2635016567396575	18.27619133027514	1.6203375288961515	2.691211261879517e-09
W21	5.918367346938775	29	3.4421520083782404	2.3830654195761825	18.87809714118997	1.6908317129379649	2.9057593546395577e-08
W22	5.918367346938775	29	3.594678154488179	2.5025061544355096	19.480305605619723	1.7616234946987632	3.205139776688935e-07
W23	5.918367346938775	29	3.7469834467637044	2.621841447601281	20.08278639580332	1.8326800143045303	4.340201515129347e-06
W24	5.918367346938775	29	3.899090581556501	2.7410941065850536	20.685518914874418	1.9039722302170687	4.0270356104858586e-05
W25	5.918367346938775	29	4.05102968064578	2.860371873158263	21.288546306028476	1.9754693233011793	0.0004234027210193853
W26	5.918367346938775	29	4.2028924879708605	2.9803753220182645	21.89236729051025	2.0471372485773713	0.003568302669976515
W27	5.918367346938775	29	4.354948202088769	3.1034518056318614	22.49880770369225	2.1189930138263255	0.018002380588199307
W28	5.918367346938775	29	4.507323658769958	3.230756181636281	23.108790045459692	2.1910805620999314	0.048038282100715105
W29	5.918367346938775	29	4.65974178828037	3.3597852245144724	23.72032629400899	2.263363898417158	0.08452435109791057
W30	5.918367346938775	29	4.8120494735729045	3.4890415813846127	24.33224506452611	2.335829749703132	0.12208629010515074
W31	5.918367346938775	29	4.964231203527841	3.6182638379391188	24.944333860888147	2.40846875322286	0.15979750111969387
W32	5.918367346938775	29	5.116293398609598	3.7474254391550588	25.556558802973104	2.4812677832797756	0.19754565237691693
W33	5.918367346938775	29	5.2682438187523255	3.876528239301383	26.16890720052134	2.554213362333941	0.23531581348610112
W34	5.918367346938775	29	5.420094109667364	4.005577895510221	26.781367161899766	2.6272931051068857	0.2731061261997737
W35	5.918367346938775	29	5.571850856570342	4.13457933469162	27.393931203801706	2.7004960500312998	0.3109152082318305
W36	5.918367346938775	29	5.723520537400486	4.2635368994508	28.00659213998106	2.773812397890617	0.34874175328579493
W37	5.918367346938775	29	5.875111199175042	4.39245455698632	28.619341403315357	2.8472332056523606	0.38658461473592803
W38	5.918367346938775	29	6.026622982123591	4.521334990156432	29.232174266326915	2.9207503807611648	0.4244427010744329
W39	5.918367346938775	29	6.1780734389946454	4.650183320826896	29.845084452710058	2.9943575752267915	0.46231502914622974
W40	5.918367346938775	29	6.329454119681846	4.779000806309261	30.4580671618508	3.068046106314798	0.5002007232543895
W41	5.918367346938775	29	6.480773210737667	4.90778801695261	31.07111660140311	3.141814363914886	0.5380989541344716
W42	5.918367346938775	29	6.6320435407360465	5.0365516829906785	31.684228811644605	3.215653371339653	0.5760089468388946
W43	5.918367346938775	29	6.783256289934202	5.165290310257518	32.297400908863295	3.2895592383584646	0.6139300301669413
W44	5.918367346938775	29	6.934420883334705	5.294006750490318	32.91062730226946	3.3635275909723727	0.6518615627508989
W45	5.918367346938775	29	7.085538861037764	5.422702567224382	33.5239060458876	3.4375544884927396	0.6898029412565136
W46	5.918367346938775	29	7.2366135315855455	5.55137926070969	34.13723355417142	3.511636199270923	0.7277536201559817
W47	5.918367346938775	29	7.387649042097395	5.6800382359837736	34.750605474626816	3.585769234098894	0.7657130991896509
W48	5.918367346938775	29	7.5386446894798755	5.8086805946383455	35.364022091342086	3.659950661523456	0.8036808888281032
W49	5.918367346938775	29	7.689602462172302	5.937307448534937	35.9774811611992	3.734177618295838	0.8416565500400741
W50	5.918367346938775	29	7.840528022428162	6.065919957639526	36.59097697045071	3.8084472370041684	0.8796396927568751
W51	5.918367346938775	29	7.991420764009215	6.194518959494114	37.20450978740617	3.8827572209333803	0.9176299234109048
W52	5.918367346938775	29	8.142284361189306	6.323105386112174	37.818075828796715	3.957105188955378	0.9556268957568277
W53	5.918367346938775	29	8.293116789919017	6.451679888211451	38.431676754748686	4.0314892594361496	0.9936302611402653
W54	5.918367346938775	29	8.443922900652465	6.5802433162976515	39.045307697206376	4.10590728701797	1.0316397243409625
W55	5.918367346938775	29	8.594704224893919	6.708796342816086	39.658966962590895	4.180357455550924	1.069654994785097
W56	5.918367346938775	29	8.745458759585292	6.8373394635285045	40.27265624234168	4.25483827591245	1.1076757861272946
W57	5.918367346938775	29	8.896192177841147	6.965873835310359	40.886368659011836	4.329347885690176	1.145701868984565
W58	5.918367346938775	29	9.04690089664846	7.0943985421826365	41.500111229295115	4.403885200291801	1.183732960352249
W59	5.918367346938775	29	9.197589885133587	7.222915487691618	42.11387524129824	4.478448524063469	1.2217688737832253
W60	5.918367346938775	29	9.348258048877192	7.351424625616471	42.727662833539895	4.55303673688732	1.2598093807094524
W61	5.918367346938775	29	9.498907259171027	7.479926412545514	43.3414720605336	4.627648588579783	1.297854284548982
W62	5.918367346938775	29	9.649538377884978	7.608421239920143	43.95530194843681	4.702282961322258	1.335903396508515
W63	5.918367346938775	29	9.800149949871146	7.736909084240591	44.569151877891294	4.776938703405645	1.3739565481740188
W64	5.918367346938775	29	9.950750609549655	7.865395241908804	45.18301937797077	4.851617765421945	1.4120132432146881
W65	5.918367346938775	29	10.101329427353937	7.993867439441825	45.79690823939456	4.926311122447133	1.4500742433329206
W66	5.918367346938775	29	10.251902541098737	8.122334999087407	46.41081449213365	5.001026146160276	1.488138539182641
W67	5.918367346938775	29	10.402446202488084	8.250802837085493	47.02473406594572	5.07575824481244	1.5262061668659923
W68	5.918367346938775	29	10.552983038068625	8.379262741169603	47.63867157655586	5.150507863115709	1.5642771078649007
W69	5.918367346938775	29	10.703505962488267	8.507717769122948	48.25262491211294	5.22527388410635	1.6023511947242226
W70	5.918367346938775	29	10.854023055465671	8.636166825621054	48.8665918040134	5.300055442793857	1.6404282842284204
W71	5.918367346938775	29	11.004512712261008	8.764613697535777	49.48057453046858	5.374851783621307	1.6785083542718267
W72	5.918367346938775	29	11.15500149098981	8.893055989158102	50.094569150420014	5.44966338871937	1.716591164068576
W73	5.918367346938775	29	11.305476585398573	9.021495010872403	50.70857774318496	5.524487510207762	1.754676680785877
W74	5.918367346938775	29	11.455940438287396	9.14992768337039	51.32259847717026	5.599326624447435	1.792764814660822
W75	5.918367346938775	29	11.606393479836713	9.27835792308693	51.936631909793824	5.6741776751348905	1.8308554435894264
W76	5.918367346938775	29	11.756837273636261	9.406784678925993	52.55067612398603	5.749040946354967	1.8689484906484946
W77	5.918367346938775	29	11.907270897038561	9.53520805862346	53.16473193721407	5.823916040848053	1.9070438668782732
W78	5.918367346938775	29	12.057694719013886	9.663628204828468	53.778798932080306	5.898802511550559	1.9451414910125209
W79	5.918367346938775	29	12.208110323974154	9.792045292576187	54.392875527987705	5.973699865685814	1.9832412887283366
W80	5.918367346938775	29	12.358516550117267	9.920459400469268	55.00696278161864	6.048607782223725	2.021343182033752
W81	5.918367346938775	29	12.508914943349348	10.048870689287655	55.62105915358919	6.1235258093636356	2.0594471033849646
W82	5.918367346938775	29	12.659304960398636	10.177279245697152	56.23516511299033	6.198453628083816	2.0975529830291975
W83	5.918367346938775	29	12.8096871514532	10.305685186608166	56.849280081024396	6.273390875690504	2.135660757032582
W84	5.918367346938775	29	12.960061799711225	10.434088615058176	57.46340373748135	6.34833721978963	2.1737703636182295
W85	5.918367346938775	29	13.1104287795294	10.562489616283926	58.07753615695485	6.423292364969942	2.2118817427196196
W86	5.918367346938775	29	13.26078950388535	10.69088831980042	58.691675937937475	6.498255945846142	2.2499948404994776
W87	5.918367346938775	29	13.411142582628937	10.819284762104454	59.30582437357878	6.57322776270639	2.2881095988574884
W88	5.918367346938775	29	13.56149000988994	10.947679082527696	59.919979507469996	6.648207444278428	2.326225969939148
W89	5.918367346938775	29	13.711830588060495	11.076071316210825	60.534142451405025	6.723194804106593	2.364343900636334
W90	5.918367346938775	29	13.862165016896213	11.204461554416197	61.14831249571689	6.798189563856983	2.4024633442945413
W91	5.918367346938775	29	14.012493523267983	11.332849870213394	61.76248938662853	6.873191481310722	2.4405842551084156
W92	5.918367346938775	29	14.162820312119326	11.461236032296059	62.37667049604468	6.948200356157039	2.47870659168426
W93	5.918367346938775	29	14.313133352541408	11.589621001343913	62.990863011084194	7.023215886608258	2.516830303451313
W94	5.918367346938775	29	14.463445054898017	11.718003945586993	63.60505931524344	7.098237941242112	2.554955358117511
W95	5.918367346938775	29	14.613751530503762	11.846385223604258	64.21926166782188	7.173266289634858	2.5930817139145357
W96	5.918367346938775	29	14.764052558315425	11.974764880786191	64.83347025237863	7.248300757919166	2.6312093324997066
W97	5.918367346938775	29	14.914349374207495	12.103143004701879	65.4476838516927	7.323341102000653	2.6693381799973617
W98	5.918367346938775	29	15.064641000890834	12.231519613115193	66.061903379166	7.398387203122223	2.707468219324504
W99	5.918367346938775	29	15.214928034280026	12.359894769740357	66.67612823534901	7.47343886535716	2.745599417988035
W0	6.122448979591837	30	0.11088637254058713	8.214504772751312e-05	6.399864154637168	0.2716120961183571	4.954284220703288e-32
W1	6.122448979591837	30	0.2518939030443458	0.002682342451503065	7.00625880018451	0.4060995537072741	0.0
W2	6.122448979591837	30	0.4132882791886304	0.03654056675949195	7.596475620468206	0.5170597501692947	0.0
W3	6.122448979591837	30	0.5839953884215969	0.14505508074629916	8.176049001420411	0.5753909402263749	0.0
W4	6.122448979591837	30	0.7559227445765574	0.28122485180514906	8.75431315628933	0.6167458972511292	0.0
W5	6.122448979591837	30	0.9252746964638255	0.41646559835433467	9.335931238239516	0.6618170900906816	0.0
W6	6.122448979591837	30	1.0918499343770696	0.5482410933009638	9.921016496446345	0.7119579838330947	0.0
W7	6.122448979591837	30	1.2560457624833592	0.6772212094514751	10.50902283316577	0.7661761581333405	0.0
W8	6.122448979591837	30	1.4182855197826543	0.8041051683022267	11.099416492102685	0.8235627586798849	0.0
W9	6.122448979591837	30	1.5788945951381572	0.9294019371404658	11.691789723750862	0.8834439637345438	0.0
W10	6.122448979591837	30	1.7381584717787297	1.053483171689849	12.285796692318526	0.9453142993941567	0.0
W11	6.122448979591837	30	1.8962921798116659	1.1766161987778165	12.881174407846125	1.0087969779385366	0.0
W12	6.122448979591837	30	2.0534736008254413	1.2990005447380784	13.477708282930687	1.0736022476434954	0.0
W13	6.122448979591837	30	2.209842443146767	1.4207846949200715	14.075228149042113	1.1395063943643802	0.0
W14	6.122448979591837	30	2.3655191501689563	1.542083321255814	14.673589846418949	1.2063318602292081	5.3280899029571175e-18
W15	6.122448979591837	30	2.5205965282640044	1.6629841133948589	15.272680486163239	1.2739380724740905	0.0
W16	6.122448979591837	30	2.6751555525730573	1.7835563596878399	15.872402761494827	1.3422108380337603	0.0
W17	6.122448979591837	30	2.829261887083832	1.9038545541293872	16.472677207285592	1.4110574293356444	0.0
W18	6.122448979591837	30	2.9829707073997667	2.023922374002385	17.073437006118855	1.4804014039647646	0.0
W19	6.122448979591837	30	3.136330058295492	2.1437951681655045	17.674624330415952	1.5501791536676146	3.832143998700541e-11
W20	6.122448979591837	30	3.289378916149152	2.263501623456473	18.276191689770588	1.620337570192801	8.326782912535369e-10
W21	6.122448979591837	30	3.442151723515348	2.38306538968103	18.878097405329896	1.6908317467726992	1.1792932798405428e-08
W22	6.122448979591837	30	3.594677906048354	2.502506052661529	19.480305790346822	1.7616235479332667	1.4154554490098024e-07
W23	6.122448979591837	30	3.746983062394091	2.6218405956254816	20.082786238566698	1.832680242200161	2.1950707213189866e-06
W24	6.122448979591837	30	3.8990898274130545	2.741088851441195	20.685515923176805	1.903973059741713	2.4954237875042796e-05
W25	6.122448979591837	30	4.0510255160074955	2.8603351397855343	21.288521746149023	1.9754726320485612	0.00030627648059843325
W26	6.122448979591837	30	4.202875040652033	2.9802158620647416	21.89225212305613	2.04714434402326	0.003028734976112661
W27	6.122448979591837	30	4.354923038156778	3.1032182607709626	22.498635344029847	2.118999995675857	0.017198314156577812
W28	6.122448979591837	30	4.507314561266551	3.230669229197145	23.108727956155754	2.191084913983475	0.04774758911469031
W29	6.122448979591837	30	4.659740059126486	3.3597689744015398	23.72031547764725	2.263365346559551	0.08447289219336036
W30	6.122448979591837	30	4.812049199874943	3.4890395130006544	24.33224386982085	2.3358300436094175	0.12208017397637261
W31	6.122448979591837	30	4.96423072883829	3.618263803003178	24.944334438609136	2.408468851564483	0.15979737413453396
W32	6.122448979591837	30	5.116292542156834	3.747425408293896	25.55655951016724	2.481267813020579	0.1975456508731947
W33	6.122448979591837	30	5.268241091372042	3.876527847876991	26.168905141666023	2.554212875206489	0.23531578081651988
W34	6.122448979591837	30	5.420094634481097	4.005578330744993	26.781367872223978	2.6272931611912633	0.2731061113659533
W35	6.122448979591837	30	5.571850788037891	4.13457933069834	27.393931268215393	2.7004960551246677	0.3109152066687067
W36	6.122448979591837	30	5.7235208591191284	4.263536916523877	28.006591836878478	2.7738123749709773	0.3487417583964799
W37	6.122448979591837	30	5.8751097243597075	4.3924542226742584	28.61934112348916	2.847233190202187	0.38658461467352184
W38	6.122448979591837	30	6.026626632150669	4.521335649852843	29.232174523119337	2.9207506808914867	0.42444269324121714
W39	6.122448979591837	30	6.17807152529163	4.650183034099413	29.845084593531272	2.9943573291492585	0.4623150329124035
W40	6.122448979591837	30	6.329455402720155	4.779000269058689	30.45806687467801	3.0680474910175484	0.500200717176014
W41	6.122448979591837	30	6.480777435612969	4.907788984932805	31.071116464795136	3.1418145307623573	0.5380989414998515
W42	6.122448979591837	30	6.632043710212255	5.036551701101079	31.684228800688036	3.215653461066892	0.5760089430077531
W43	6.122448979591837	30	6.783257951797985	5.165290387978118	32.29739933952339	3.289559137830591	0.6139300414035259
W44	6.122448979591837	30	6.934421029700224	5.29400675683556	32.91062716337224	3.363527581527898	0.6518615636867824
W45	6.122448979591837	30	7.0855390608006275	5.422702575689844	33.523905856531705	3.437554475725332	0.6898029424655346
W46	6.122448979591837	30	7.236613759698529	5.551379270230932	34.137233337666146	3.5116361847965356	0.727753621473561
W47	6.122448979591837	30	7.387643860978255	5.6800385572064656	34.75060851522837	3.585769373975307	0.7657130800617324
